x (m),T (C)], Time (s): 510.00
0.000000,9.321632
0.000099,9.321632
0.000297,9.319262
0.000495,9.314521
0.000693,9.307412
0.000891,9.297936
0.001089,9.286095
0.001287,9.271893
0.001485,9.255333
0.001683,9.236419
0.001881,9.215156
0.002079,9.191550
0.002277,9.165606
0.002475,9.137332
0.002673,9.106733
0.002871,9.073819
0.003069,9.038598
0.003267,9.001077
0.003465,8.961268
0.003663,8.919180
0.003861,8.874823
0.004059,8.828210
0.004257,8.779352
0.004455,8.728261
0.004653,8.674950
0.004851,8.619433
0.005050,8.561724
0.005248,8.501838
0.005446,8.439790
0.005644,8.375596
0.005842,8.309271
0.006040,8.240834
0.006238,8.170300
0.006436,8.097689
0.006634,8.023019
0.006832,7.946308
0.007030,7.867577
0.007228,7.786845
0.007426,7.704132
0.007624,7.619461
0.007822,7.532851
0.008020,7.444326
0.008218,7.353908
0.008416,7.261620
0.008614,7.167485
0.008812,7.071527
0.009010,6.973771
0.009208,6.874241
0.009406,6.772964
0.009604,6.669964
0.009802,6.565267
0.010000,6.458901
0.010198,6.350893
0.010396,6.241269
0.010594,6.130059
0.010792,6.017289
0.010990,5.902989
0.011188,5.787188
0.011386,5.669915
0.011584,5.551201
0.011782,5.431074
0.011980,5.309567
0.012178,5.186709
0.012376,5.062532
0.012574,4.937068
0.012772,4.810348
0.012970,4.682405
0.013168,4.553271
0.013366,4.422979
0.013564,4.291563
0.013762,4.159055
0.013960,4.025489
0.014158,3.890900
0.014356,3.755321
0.014554,3.618787
0.014752,3.481333
0.014950,3.342993
0.015149,3.203804
0.015347,3.063799
0.015545,2.923016
0.015743,2.781489
0.015941,2.639255
0.016139,2.496350
0.016337,2.352809
0.016535,2.208671
0.016733,2.063971
0.016931,1.918746
0.017129,1.773033
0.017327,1.626869
0.017525,1.480291
0.017723,1.333337
0.017921,1.186044
0.018119,1.038449
0.018317,0.890590
0.018515,0.742505
0.018713,0.594230
0.018911,0.445805
0.019109,0.297266
0.019307,0.148652
0.019505,0.000000
0.019703,0.000000
0.020000,0.000000
